"NAICS 2017","NAICS 2022","NACE Rev. 2","CodeChange","Redundancy","NoMatchToAStar","NoMatchToB","NoMatchFromAStar","NoMatchFromB","LabelChange","NAICS 2017_2017 NAICS US Title","NAICS 2017_Seq. No.","NAICS 2022_2022 NAICS US Title","NAICS 2022_Seq. No.","NACE Rev. 2_Name","NACE Rev. 2_Include","NACE Rev. 2_IncludeAlso","NACE Rev. 2_Exclude","NACE Rev. 2_URI","NAICS 2017 - NAICS 2022_2017 NAICS Title","NAICS 2017 - NAICS 2022_2022 NAICS Title","NAICS 2017 - NAICS 2022_Change Indicator","NAICS 2017 - NACE Rev. 2_NACE Rev. 2","NAICS 2017 - NACE Rev. 2_US NAICS 2017","NAICS 2017 - NACE Rev. 2_Notes"
"611610","611610","85.52","0","0","0","0","0","0","0","Fine Arts Schools ","1825","Fine Arts Schools ","1759","Cultural education","This class includes provision of instruction in the arts, drama and music. Units giving this type of instructions might be named ""schools”, ""studios”, ""classes” etc. They provide formally organised instruction, mainly for hobby, recreational or self-development purposes, but such instruction does not lead to a professional diploma, baccalaureate or graduate degree.

This class includes:
- piano teachers and other music instruction
- art instruction
- dance instruction and dance studios
- drama schools (except academic)
- fine arts schools (except academic)
- performing arts schools (except academic)
- photography schools (except commercial)","","This class excludes:
- foreign language instruction, see 85.59","8552","Fine Arts Schools","Fine Arts Schools","","Cultural education","Fine Arts Schools",""
"61162","61162","","0","0","0","1","0","","0","Sports and Recreation Instruction","1826","Sports and Recreation Instruction","1760","","","","","","Sports and Recreation InstructionT","Sports and Recreation InstructionT","","","",""
"611620","611620","85.51","0","0","0","0","0","0","0","Sports and Recreation Instruction ","1827","Sports and Recreation Instruction ","1761","Sports and recreation education","This class includes the provision of instruction in athletic activities to groups of individuals, such as by camps and schools. Overnight and day sports instruction camps are also included. It does not include academic schools, colleges and universities. Instruction may be provided in diverse settings, such as the unit's or client's training facilities, educational institutions or by other means. Instruction provided in this class is formally organised.

This class includes:
- sports instruction (baseball, basketball, cricket, football, etc)
- camps, sports instruction
- gymnastics instruction
- riding instruction, academies or schools
- swimming instruction
- professional sports instructors, teachers, coaches
- martial arts instruction
- card game instruction (such as bridge)
- yoga instruction","","This class excludes:
- cultural education, see 85.52","8551","Sports and Recreation Instruction","Sports and Recreation Instruction","","Sports and recreation education","Sports and Recreation Instruction",""
"61163","61163","","0","0","0","1","0","","0","Language Schools","1828","Language Schools","1762","","","","","","Language SchoolsT","Language SchoolsT","","","",""
"611630","611630","85.59","0","0","0","0","0","0","0","Language Schools ","1829","Language Schools ","1763","Other education n.e.c.","This class includes:
- education that is not definable by level
- academic tutoring 
- learning centres offering remedial courses
- professional examination review courses
- language instruction and conversational skills instruction
- computer training
- religious instruction","This class also includes:
- lifeguard training
- survival training
- public speaking training
- speed reading instruction","This class excludes:
- adult literacy programmes see 85.20
- general secondary education, see 85.31
- technical and vocational secondary education, see 85.32
- higher education, see 85.4","8559","Language Schools","Language Schools","","Other education n.e.c.","Language Schools",""
"61169","61169","","0","0","0","1","0","","0","All Other Schools and Instruction","1830","All Other Schools and Instruction","1764","","","","","","All Other Schools and InstructionT","All Other Schools and InstructionT","","","",""
"611691","611691","85.20","0","0","0","0","0","0","0","Exam Preparation and Tutoring ","1831","Exam Preparation and Tutoring ","1765","Primary education","This class includes primary education: the furnishing of academic courses and associated course work that give students a sound basic education in reading, writing and mathematics and an elementary understanding of other subjects such as history, geography, natural science, social science, art and music. 

Such education is generally provided for children, however the provision of literacy programmes within or outside the school system, which are similar in content to programmes in primary education but are intended for those considered too old to enter elementary schools, is also included (i.e. adult literacy programmes).","","This class excludes:
- adult education as defined in 85.5
- child day-care activities, including day nurseries for pupils, see 88.91","8520","Exam Preparation and Tutoring","Exam Preparation and Tutoring","","Primary education","Exam Preparation and Tutoring","Adult literacy programs"
"611691","611691","85.59","0","0","0","0","0","0","0","Exam Preparation and Tutoring ","1831","Exam Preparation and Tutoring ","1765","Other education n.e.c.","This class includes:
- education that is not definable by level
- academic tutoring 
- learning centres offering remedial courses
- professional examination review courses
- language instruction and conversational skills instruction
- computer training
- religious instruction","This class also includes:
- lifeguard training
- survival training
- public speaking training
- speed reading instruction","This class excludes:
- adult literacy programmes see 85.20
- general secondary education, see 85.31
- technical and vocational secondary education, see 85.32
- higher education, see 85.4","8559","Exam Preparation and Tutoring","Exam Preparation and Tutoring","","Other education n.e.c.","Exam Preparation and Tutoring","Except adult literacy programs"
"611692","611692","85.53","0","0","0","0","0","0","0","Automobile Driving Schools ","1832","Automobile Driving Schools ","1766","Driving school activities","","This class also includes:
- flying, sailing, shipping schools not issuing commercial certificates and permits","This class excludes:
- driving schools for occupational drivers, see 85.32","8553","Automobile Driving Schools","Automobile Driving Schools","","Driving school activities","Automobile Driving Schools",""
"611699","611699","85.51","0","0","0","0","0","0","0","All Other Miscellaneous Schools and Instruction ","1833","All Other Miscellaneous Schools and Instruction ","1767","Sports and recreation education","This class includes the provision of instruction in athletic activities to groups of individuals, such as by camps and schools. Overnight and day sports instruction camps are also included. It does not include academic schools, colleges and universities. Instruction may be provided in diverse settings, such as the unit's or client's training facilities, educational institutions or by other means. Instruction provided in this class is formally organised.

This class includes:
- sports instruction (baseball, basketball, cricket, football, etc)
- camps, sports instruction
- gymnastics instruction
- riding instruction, academies or schools
- swimming instruction
- professional sports instructors, teachers, coaches
- martial arts instruction
- card game instruction (such as bridge)
- yoga instruction","","This class excludes:
- cultural education, see 85.52","8551","All Other Miscellaneous Schools and Instruction","All Other Miscellaneous Schools and Instruction","","Sports and recreation education","All Other Miscellaneous Schools and Instruction","Yoga instruction, card game instruction (such as bridge)"
"611699","611699","85.59","0","0","0","0","0","0","0","All Other Miscellaneous Schools and Instruction ","1833","All Other Miscellaneous Schools and Instruction ","1767","Other education n.e.c.","This class includes:
- education that is not definable by level
- academic tutoring 
- learning centres offering remedial courses
- professional examination review courses
- language instruction and conversational skills instruction
- computer training
- religious instruction","This class also includes:
- lifeguard training
- survival training
- public speaking training
- speed reading instruction","This class excludes:
- adult literacy programmes see 85.20
- general secondary education, see 85.31
- technical and vocational secondary education, see 85.32
- higher education, see 85.4","8559","All Other Miscellaneous Schools and Instruction","All Other Miscellaneous Schools and Instruction","","Other education n.e.c.","All Other Miscellaneous Schools and Instruction","Except yoga instruction and card game instruction"
"6117","6117","","0","0","0","1","0","","0","Educational Support Services","1834","Educational Support Services","1768","","","","","","Educational Support ServicesT","Educational Support ServicesT","","","",""
"61171","61171","","0","0","0","1","0","","0","Educational Support Services","1835","Educational Support Services","1769","","","","","","Educational Support ServicesT","Educational Support ServicesT","","","",""
"611710","611710","85.60","0","0","0","0","0","0","0","Educational Support Services","1836","Educational Support Services","1770","Educational support activities","This class includes:
- provision of non-instructional activities that support educational processes or systems:
  • educational consulting
  • educational guidance counselling activities
  • educational testing evaluation activities
  • educational testing activities
  • organisation of student exchange programmes","","This class excludes:
- research and experimental development on social sciences and humanities, see 72.20","8560","Educational Support Services","Educational Support Services","","Educational support activities","Educational Support Services",""
"62","62","","0","0","0","1","0","","0","Health Care and Social Assistance","1837","Health Care and Social Assistance","1771","","","","","","Health Care and Social AssistanceT","Health Care and Social AssistanceT","","","",""
"621","621","","0","0","0","1","0","","0","Ambulatory Health Care Services","1838","Ambulatory Health Care Services","1772","","","","","","Ambulatory Health Care ServicesT","Ambulatory Health Care ServicesT","","","",""
"6211","6211","","0","0","0","1","0","","0","Offices of Physicians","1839","Offices of Physicians","1773","","","","","","Offices of PhysiciansT","Offices of PhysiciansT","","","",""
"62111","62111","","0","0","0","1","0","","0","Offices of Physicians","1840","Offices of Physicians","1774","","","","","","Offices of PhysiciansT","Offices of PhysiciansT","","","",""
"621111","621111","86.21","0","0","0","0","0","0","0","Offices of Physicians (except Mental Health Specialists) ","1841","Offices of Physicians (except Mental Health Specialists) ","1775","General medical practice activities","This class includes:
- medical consultation and treatment in the field of general medicine carried out by general practitioners.","","This class excludes:
- inpatient hospital activities, see 86.10
- paramedical activities such as those of midwives, nurses and physiotherapists, see 86.90","8621","Offices of Physicians (except Mental Health Specialists)","Offices of Physicians (except Mental Health Specialists)","","General medical practice activities","Offices of Physicians (Except Mental Health Specialists)",""
"621111","621111","86.22","0","0","0","0","0","0","0","Offices of Physicians (except Mental Health Specialists) ","1841","Offices of Physicians (except Mental Health Specialists) ","1775","Specialist medical practice activities","This class includes:
- medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons","This class also includes:
- family planning centres providing medical treatment such as sterilisation and termination of pregnancy, without accommodation","This class excludes:
- inpatient hospital activities, see 86.10
- activities of midwives, physiotherapists and other paramedical practitioners, see 86.90","8622","Offices of Physicians (except Mental Health Specialists)","Offices of Physicians (except Mental Health Specialists)","","Specialist medical practice activities","Offices of Physicians (Except Mental Health Specialists)",""
"621112","621112","86.21","0","0","0","0","0","0","0","Offices of Physicians, Mental Health Specialists ","1842","Offices of Physicians, Mental Health Specialists ","1776","General medical practice activities","This class includes:
- medical consultation and treatment in the field of general medicine carried out by general practitioners.","","This class excludes:
- inpatient hospital activities, see 86.10
- paramedical activities such as those of midwives, nurses and physiotherapists, see 86.90","8621","Offices of Physicians, Mental Health Specialists","Offices of Physicians, Mental Health Specialists","","General medical practice activities","Offices of Physicians, Mental Health Specialists",""
"621112","621112","86.22","0","0","0","0","0","0","0","Offices of Physicians, Mental Health Specialists ","1842","Offices of Physicians, Mental Health Specialists ","1776","Specialist medical practice activities","This class includes:
- medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons","This class also includes:
- family planning centres providing medical treatment such as sterilisation and termination of pregnancy, without accommodation","This class excludes:
- inpatient hospital activities, see 86.10
- activities of midwives, physiotherapists and other paramedical practitioners, see 86.90","8622","Offices of Physicians, Mental Health Specialists","Offices of Physicians, Mental Health Specialists","","Specialist medical practice activities","Offices of Physicians, Mental Health Specialists",""
"6212","6212","","0","0","0","1","0","","0","Offices of Dentists","1843","Offices of Dentists","1777","","","","","","Offices of DentistsT","Offices of DentistsT","","","",""
"62121","62121","","0","0","0","1","0","","0","Offices of Dentists","1844","Offices of Dentists","1778","","","","","","Offices of DentistsT","Offices of DentistsT","","","",""
"621210","621210","86.23","0","0","0","0","0","0","0","Offices of Dentists ","1845","Offices of Dentists ","1779","Dental practice activities","This class includes:
- dental practice activities of a general or specialised nature, e.g. dentistry, endodontic and pediatric dentistry; oral pathology 
- orthodontic activities","This class also includes:
- dental activities in operating rooms","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- inpatient hospital activities, see 86.10
- activities of dental paramedical personnel such as dental hygienists, see 86.90","8623","Offices of Dentists","Offices of Dentists","","Dental practice activities","Offices of Dentists",""
"6213","6213","","0","0","0","1","0","","0","Offices of Other Health Practitioners","1846","Offices of Other Health Practitioners","1780","","","","","","Offices of Other Health PractitionersT","Offices of Other Health PractitionersT","","","",""
"62131","62131","","0","0","0","1","0","","0","Offices of Chiropractors","1847","Offices of Chiropractors","1781","","","","","","Offices of ChiropractorsT","Offices of ChiropractorsT","","","",""
"621310","621310","86.90","0","0","0","0","0","0","0","Offices of Chiropractors ","1848","Offices of Chiropractors ","1782","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Offices of Chiropractors","Offices of Chiropractors","","Other human health activities","Offices of Chiropractors",""
"62132","62132","","0","0","0","1","0","","0","Offices of Optometrists","1849","Offices of Optometrists","1783","","","","","","Offices of OptometristsT","Offices of OptometristsT","","","",""
"621320","621320","86.90","0","0","0","0","0","0","0","Offices of Optometrists","1850","Offices of Optometrists","1784","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Offices of Optometrists","Offices of Optometrists","","Other human health activities","Offices of Optometrists",""
"62133","62133","","0","0","0","1","0","","0","Offices of Mental Health Practitioners (except Physicians)","1851","Offices of Mental Health Practitioners (except Physicians)","1785","","","","","","Offices of Mental Health Practitioners (except Physicians)T","Offices of Mental Health Practitioners (except Physicians)T","","","",""
"621330","621330","86.90","0","0","0","0","0","0","0","Offices of Mental Health Practitioners (except Physicians) ","1852","Offices of Mental Health Practitioners (except Physicians) ","1786","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Offices of Mental Health Practitioners (except Physicians)","Offices of Mental Health Practitioners (except Physicians)","","Other human health activities","Offices of Mental Health Practitioners (except Physicians)",""
"62134","62134","","0","0","0","1","0","","0","Offices of Physical, Occupational and Speech Therapists, and Audiologists","1853","Offices of Physical, Occupational and Speech Therapists, and Audiologists","1787","","","","","","Offices of Physical, Occupational and Speech Therapists, and AudiologistsT","Offices of Physical, Occupational and Speech Therapists, and AudiologistsT","","","",""
"621340","621340","86.90","0","0","0","0","0","0","0","Offices of Physical, Occupational and Speech Therapists, and Audiologists ","1854","Offices of Physical, Occupational and Speech Therapists, and Audiologists ","1788","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Offices of Physical, Occupational and Speech Therapists, and Audiologists","Offices of Physical, Occupational and Speech Therapists, and Audiologists","","Other human health activities","Offices of Physical, Occupational and Speech Therapists, and Audiologists",""
"62139","62139","","0","0","0","1","0","","0","Offices of All Other Health Practitioners","1855","Offices of All Other Health Practitioners","1789","","","","","","Offices of All Other Health PractitionersT","Offices of All Other Health PractitionersT","","","",""
"621391","621391","86.90","0","0","0","0","0","0","0","Offices of Podiatrists ","1856","Offices of Podiatrists ","1790","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Offices of Podiatrists","Offices of Podiatrists","","Other human health activities","Offices of Podiatrists",""
"621399","621399","86.90","0","0","0","0","0","0","0","Offices of All Other Miscellaneous Health Practitioners ","1857","Offices of All Other Miscellaneous Health Practitioners ","1791","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Offices of All Other Miscellaneous Health Practitioners","Offices of All Other Miscellaneous Health Practitioners","","Other human health activities","Offices of All Other Miscellaneous Health Practitioners",""
"6214","6214","","0","0","0","1","0","","0","Outpatient Care Centers","1858","Outpatient Care Centers","1792","","","","","","Outpatient Care CentersT","Outpatient Care CentersT","","","",""
"62141","62141","","0","0","0","1","0","","0","Family Planning Centers","1859","Family Planning Centers","1793","","","","","","Family Planning CentersT","Family Planning CentersT","","","",""
"621410","621410","86.22","0","0","0","0","0","0","0","Family Planning Centers ","1860","Family Planning Centers ","1794","Specialist medical practice activities","This class includes:
- medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons","This class also includes:
- family planning centres providing medical treatment such as sterilisation and termination of pregnancy, without accommodation","This class excludes:
- inpatient hospital activities, see 86.10
- activities of midwives, physiotherapists and other paramedical practitioners, see 86.90","8622","Family Planning Centers","Family Planning Centers","","Specialist medical practice activities","Family Planning Centers","Except family planning and counseling provided by medical professionals (except doctors) and family planning social services"
"621410","621410","86.90","0","0","0","0","0","0","0","Family Planning Centers ","1860","Family Planning Centers ","1794","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Family Planning Centers","Family Planning Centers","","Other human health activities","Family Planning Centers","Medical family planning centers, services by nurses and other medical professionals except doctors"
"621410","621410","88.99","0","0","0","0","0","0","0","Family Planning Centers ","1860","Family Planning Centers ","1794","Other social work activities without accommodation n.e.c.","This class includes:
- social, counselling, welfare, refugee, referral and similar services which are delivered to individuals and families in their homes or elsewhere and carried out by government offices or by private organisations, disaster relief organisations and national or local self-help organisations and by specialists providing counselling services:
  • welfare and guidance activities for children and adolescents
  • adoption activities, activities for the prevention of cruelty to children and others
  • household budget counselling, marriage and family guidance, credit and debt counselling services
  • community and neighbourhood activities
  • activities for disaster victims, refugees, immigrants etc., including temporary or extended shelter for them
  • vocational rehabilitation and habilitation activities for unemployed persons provided that the education component is limited
  • eligibility determination in connection with welfare aid, rent supplements or food stamps
  • day facilities for the homeless and other socially weak groups
  • charitable activities like fund-raising or other supporting activities aimed at social work","","This class excludes:
- funding and administration of compulsory social security programmes, see 84.30
- activities similar to those described in this class, but including accommodation, see 87.90","8899","Family Planning Centers","Family Planning Centers","","Other social work activities without accommodation n.e.c.","Family Planning Centers","Family planning counseling and services not provided by doctors, nurses, or other medical professionals"
"62142","62142","","0","0","0","1","0","","0","Outpatient Mental Health and Substance Abuse Centers","1861","Outpatient Mental Health and Substance Abuse Centers","1795","","","","","","Outpatient Mental Health and Substance Abuse CentersT","Outpatient Mental Health and Substance Abuse CentersT","","","",""
"621420","621420","86.22","0","0","0","0","0","0","0","Outpatient Mental Health and Substance Abuse Centers ","1862","Outpatient Mental Health and Substance Abuse Centers ","1796","Specialist medical practice activities","This class includes:
- medical consultation and treatment in the field of specialised medicine by medical specialists and surgeons","This class also includes:
- family planning centres providing medical treatment such as sterilisation and termination of pregnancy, without accommodation","This class excludes:
- inpatient hospital activities, see 86.10
- activities of midwives, physiotherapists and other paramedical practitioners, see 86.90","8622","Outpatient Mental Health and Substance Abuse Centers","Outpatient Mental Health and Substance Abuse Centers","","Specialist medical practice activities","Outpatient Mental Health and Substance Abuse Centers","Except outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
"621420","621420","86.90","0","0","0","0","0","0","0","Outpatient Mental Health and Substance Abuse Centers ","1862","Outpatient Mental Health and Substance Abuse Centers ","1796","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Outpatient Mental Health and Substance Abuse Centers","Outpatient Mental Health and Substance Abuse Centers","","Other human health activities","Outpatient Mental Health and Substance Abuse Centers","Outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
"62149","62149","","0","0","0","1","0","","0","Other Outpatient Care Centers","1863","Other Outpatient Care Centers","1797","","","","","","Other Outpatient Care CentersT","Other Outpatient Care CentersT","","","",""
"621491","621491","86.21","0","0","0","0","0","0","0","HMO Medical Centers ","1864","HMO Medical Centers ","1798","General medical practice activities","This class includes:
- medical consultation and treatment in the field of general medicine carried out by general practitioners.","","This class excludes:
- inpatient hospital activities, see 86.10
- paramedical activities such as those of midwives, nurses and physiotherapists, see 86.90","8621","HMO Medical Centers","HMO Medical Centers","","General medical practice activities","HMO Medical Centers",""
"621492","621492","86.90","0","0","0","0","0","0","0","Kidney Dialysis Centers ","1865","Kidney Dialysis Centers ","1799","Other human health activities","This class includes:
- activities for human health not performed by hospitals or by medical doctors or dentists:
  • activities of nurses, midwives, physiotherapists or other paramedical practitioners in the field of optometry, hydrotherapy, medical massage, occupational therapy, speech therapy, chiropody, homeopathy, chiropractic, acupuncture etc.

These activities may be carried out in health clinics such as those attached to firms, schools, homes for the aged, labour organisations and fraternal organisations and in residential health facilities other than hospitals, as well as in own consulting rooms, patients' homes or elsewhere.","This class also includes:
- activities of dental paramedical personnel such as dental therapists, school dental nurses and dental hygienists, who may work remote from, but are periodically supervised by, the dentist
- activities of medical laboratories such as:
  • X-ray laboratories and other diagnostic imaging centres
  • blood analysis laboratories
- activities of blood banks, sperm banks, transplant organ banks etc.
- ambulance transport of patients by any mode of transport including airplanes. These services are often provided during a medical emergency.","This class excludes:
- production of artificial teeth, denture and prosthetic appliances by dental laboratories, see 32.50
- transfer of patients, with neither equipment for lifesaving nor medical personnel, see divisions 49, 50, 51
- non-medical laboratory testing, see 71.20
- testing activities in the field of food hygiene, see 71.20
- hospital activities, see 86.10
- medical and dental practice activities, see 86.2
- residential nursing care facilities, see 87.10","8690","Kidney Dialysis Centers","Kidney Dialysis Centers","","Other human health activities","Kidney Dialysis Centers",""
