CN 2021,SITC Rev. 4,START,END
04MMM000,09999,01/01/1993,31/12/2500
04SSS022,02208,01/01/1997,31/12/2500
04SSS023,02308,01/01/1997,31/12/2500
04SSS024,02408,01/01/1997,31/12/2500
04SSS025,02508,01/01/1997,31/12/2500
04SSS061,06108,01/01/1997,31/12/2500
04SSS098,09808,01/01/1997,31/12/2500
04SSS999,99908,01/01/1997,31/12/2500
05CCC000,93100,01/01/2002,31/12/2500
05MMM000,29999,01/01/1993,31/12/2500
05SSS000,99900,01/01/1997,31/12/2001
05SSS268,26808,01/01/1997,31/12/2500
05SSS291,29108,01/01/1992,31/12/2500
05SSS999,99908,01/01/1997,31/12/2500
06CCC000,93100,01/01/2002,31/12/2500
06MMM000,29999,01/01/1993,31/12/2500
06SSS292,29208,01/01/1997,31/12/2500
06SSS999,99908,01/01/1997,31/12/2500
07CCC000,93100,01/01/2002,31/12/2500
07MMM000,09999,01/01/1993,31/12/2500
07SSS054,05408,01/01/1997,31/12/2500
07SSS056,05608,01/01/1997,31/12/2500
07SSS999,99908,01/01/1997,31/12/2500
0811S058,05808,01/01/2001,31/12/2500
0812S058,05821,01/01/2001,31/12/2500
08CCC000,93100,01/01/2002,31/12/2500
08MMM000,09999,01/01/1993,31/12/2500
08SSS057,05708,01/01/1997,31/12/2500
08SSS058,05808,01/01/1992,31/12/2500
08SSS999,99908,01/01/1997,31/12/2500
0901S071,07108,01/01/1997,31/12/2500
09CCC000,93100,01/01/2002,31/12/2500
09MMM000,09999,01/01/1993,31/12/2500
09SSS071,07108,01/01/1997,31/12/2500
09SSS074,07408,01/01/1997,31/12/2500
09SSS075,07508,01/01/1997,31/12/2500
09SSS999,99908,01/01/1997,31/12/2500
10CCC000,93100,01/01/2002,31/12/2500
10MMM000,09999,01/01/1993,31/12/2500
10SSS041,04108,01/01/1997,31/12/2500
10SSS042,04208,01/01/1997,31/12/2500
10SSS043,04308,01/01/1997,31/12/2500
10SSS044,04408,01/01/1997,31/12/2500
10SSS045,04508,01/01/1997,31/12/2500
10SSS999,99908,01/01/1997,31/12/2500
1101S046,04610,01/01/1997,31/12/2500
1108S592,59208,01/01/1997,31/12/2500
1109S592,59217,01/01/1997,31/12/2500
11CCC000,93100,01/01/2002,31/12/2500
11MMM000,09999,01/01/1993,31/12/2500
11SSS046,04608,01/01/1997,31/12/2500
11SSS047,04708,01/01/1992,31/12/2500
11SSS048,04808,01/01/1992,31/12/2500
11SSS056,05608,01/01/1997,31/12/2500
11SSS592,59208,01/01/1991,31/12/2500
11SSS999,99908,01/01/1997,31/12/2500
1209S292,29208,01/01/1997,31/12/2500
1212S054,05408,01/01/1997,31/12/2500
12CCC000,93100,01/01/2002,31/12/2500
12MMM000,29999,01/01/1993,31/12/2500
12PPP000,91100,01/01/1988,31/12/2500
12SSS054,05408,01/01/1997,31/12/2500
12SSS081,08108,01/01/1997,31/12/2500
12SSS222,22208,01/01/1997,31/12/2500
12SSS223,22308,01/01/1990,31/12/2500
12SSS292,29208,01/01/1992,31/12/2500
12SSS999,99908,01/01/1997,31/12/2500
13CCC000,93100,01/01/2002,31/12/2500
13MMM000,29999,01/01/1993,31/12/2500
13SSS292,29208,01/01/1988,31/12/2500
13SSS999,99908,01/01/1997,31/12/2500
14CCC000,93100,01/01/2002,31/12/2500
14MMM000,29999,01/01/1993,31/12/2500
14SSS000,99900,01/01/1997,31/12/2001
14SSS263,26308,01/01/1997,31/12/2500
14SSS292,29208,01/01/1997,31/12/2500
14SSS999,99908,01/01/1997,31/12/2500
1513S422,42208,01/01/1997,31/12/2500
1515S421,42108,01/01/1997,31/12/2500
1516S431,43108,01/01/1997,31/12/2500
15CCC000,93100,01/01/2002,31/12/2500
15MMM000,49999,01/01/1993,31/12/2500
15SSS091,09108,01/01/1997,31/12/2500
15SSS411,41108,01/01/1997,31/12/2500
15SSS421,42108,01/01/1997,31/12/2500
15SSS422,42208,01/01/1997,31/12/2500
15SSS431,43108,01/01/1992,31/12/2500
15SSS512,51208,01/01/1997,31/12/2500
15SSS999,99908,01/01/1997,31/12/2500
16CCC000,93100,01/01/2002,31/12/2500
16MMM000,09999,01/01/1993,31/12/2500
16SSS017,01708,01/01/1997,31/12/2500
16SSS037,03708,01/01/1997,31/12/2500
16SSS098,09808,01/01/1997,31/12/2500
16SSS999,99908,01/01/1997,31/12/2500
1702S061,06108,01/01/1997,31/12/2500
1704S062,06208,01/01/1997,31/12/2500
17CCC000,93100,01/01/2002,31/12/2500
17MMM000,09999,01/01/1993,31/12/2500
17SSS061,06108,01/01/1988,31/12/2500
17SSS062,06208,01/01/1992,31/12/2500
17SSS516,51608,01/01/1997,31/12/2500
17SSS999,99908,01/01/1992,31/12/2500
18CCC000,93100,01/01/2002,31/12/2500
18MMM000,09999,01/01/1993,31/12/2500
18SSS072,07208,01/01/1997,31/12/2500
18SSS073,07308,01/01/1997,31/12/2500
18SSS999,99908,01/01/1997,31/12/2500
19CCC000,93100,01/01/2002,31/12/2500
19MMM000,09999,01/01/1993,31/12/2500
19SSS048,04808,01/01/1997,31/12/2500
19SSS056,05608,01/01/1997,31/12/2500
19SSS098,09808,01/01/1997,31/12/2500
19SSS999,99908,01/01/1997,31/12/2500
20CCC000,93100,01/01/2002,31/12/2500
20MMM000,09999,01/01/1993,31/12/2500
20SSS056,05608,01/01/1997,31/12/2500
20SSS058,05808,01/01/1997,31/12/2500
20SSS059,05908,01/01/1997,31/12/2500
20SSS062,06208,01/01/1992,31/12/2500
20SSS098,09808,01/01/1997,31/12/2500
20SSS999,99908,01/01/1997,31/12/2500
2101S071,07108,01/01/2001,31/12/2500
2101S074,07432,01/01/2001,31/12/2500
2106S098,09899,01/01/2002,31/12/2500
2106S098,09808,01/01/1997,31/12/2001
21CCC000,93100,01/01/2002,31/12/2500
21MMM000,09999,01/01/1993,31/12/2500
21SSS022,02208,01/01/1997,31/12/2500
21SSS071,07108,01/01/1988,31/12/2500
21SSS074,07408,01/01/1992,31/12/2500
21SSS098,09808,01/01/1988,31/12/2500
21SSS112,11208,01/01/1997,31/12/2500
21SSS999,99908,01/01/1997,31/12/2500
2202S111,11102,01/01/1997,31/12/2500
2207S512,51208,01/01/1997,31/12/2500
22CCC000,93100,01/01/2002,31/12/2500
22MMM000,19999,01/01/1993,31/12/2500
22SSS098,09808,01/01/1997,31/12/2500
22SSS111,11108,01/01/1997,31/12/2500
22SSS112,11208,01/01/1997,31/12/2500
22SSS512,51208,01/01/1988,31/12/2500
22SSS999,99908,01/01/1997,31/12/2500
2306S081,08108,01/01/1997,31/12/2500
23CCC000,93100,01/01/2002,31/12/2500
23MMM000,09999,01/01/1993,31/12/2500
23SSS081,08108,01/01/1988,31/12/2500
23SSS999,99908,01/01/1997,31/12/2500
240220SS,12220,01/01/2006,31/12/2500
24BBB000,93111,01/01/1988,31/12/2500
24CCC000,93100,01/01/2002,31/12/2500
24FFF000,93111,01/01/2005,31/12/2500
24MMM000,19999,01/01/1993,31/12/2500
24SSS000,99900,01/01/1997,31/12/2001
24SSS121,12108,01/01/1997,31/12/2500
24SSS122,12208,01/01/1997,31/12/2500
24SSS999,99908,01/01/1997,31/12/2500
24TTT000,93120,01/01/1988,31/12/2004
2502S274,27420,01/01/1997,31/12/2500
2510S272,27208,01/01/1997,31/12/2500
2511S278,27892,01/01/1997,31/12/2500
2523S661,66108,01/01/1997,31/12/2500
2526S278,27893,01/01/1997,31/12/2500
25CCC000,93100,01/01/2002,31/12/2500
25MMM000,29999,01/01/1993,31/12/2500
25SSS000,99900,01/01/1997,31/12/2001
25SSS271,27108,01/01/1997,31/12/2500
25SSS272,27208,01/01/1997,31/12/2500
25SSS273,27308,01/01/1997,31/12/2500
25SSS274,27408,01/01/1994,31/12/2500
25SSS277,27708,01/01/1997,31/12/2500
25SSS278,27808,01/01/1990,31/12/2500
25SSS661,66108,01/01/1997,31/12/2500
25SSS999,99908,01/01/1997,31/12/2500
2601S281,28108,01/01/2006,31/12/2500
2614S287,28783,01/01/1997,31/12/2500
2615S287,28708,01/01/1998,31/12/2500
26CCC000,93100,01/01/2002,31/12/2500
26MMM000,29999,01/01/1993,31/12/2500
26SSS000,99900,01/01/1997,31/12/2001
26SSS278,27808,01/01/1997,31/12/2500
26SSS281,28108,01/01/1997,31/12/2500
26SSS283,28308,01/01/1997,31/12/2500
26SSS284,28408,01/01/1997,31/12/2500
26SSS285,28508,01/01/1993,31/12/2500
26SSS286,28608,01/01/1990,31/12/2500
26SSS287,28708,01/01/1990,31/12/2500
26SSS288,28808,01/01/1997,31/12/2500
26SSS289,28908,01/01/1997,31/12/2500
26SSS999,99908,01/01/1997,31/12/2500
270112SS,32121,01/01/2006,31/12/2500
2701S321,32108,01/01/1998,31/12/2500
270400SS,32500,01/01/2006,31/12/2500
2708S335,33508,01/01/1998,31/12/2500
270900SS,33300,01/01/2006,31/12/2500
271011SS,33419,01/01/2006,31/12/2011
271019SS,33408,01/01/2007,31/12/2500
2710S334,33408,01/01/2005,31/12/2500
271121SS,34320,01/01/2006,31/12/2500
2711S343,34308,01/01/1997,31/12/2500
2711S344,34408,01/01/1997,31/12/2500
2711S34S,34408,01/01/2005,31/12/2500
2711S999,39908,01/01/2002,31/12/2500
27BBB000,33400,01/01/1988,31/12/2500
27CCC000,93100,01/01/2002,31/12/2500
27FFF000,33400,01/01/2005,31/12/2500
27MMM000,39999,01/01/1993,31/12/2500
27SSS000,99900,01/01/1997,31/12/2001
27SSS278,27808,01/01/1997,31/12/2500
27SSS321,32108,01/01/1997,31/12/2500
27SSS322,32208,01/01/1997,31/12/2500
27SSS325,32508,01/01/1997,31/12/2500
27SSS333,33308,01/01/1997,31/12/2500
27SSS334,33408,01/01/1993,31/12/2500
27SSS335,33508,01/01/1988,31/12/2500
27SSS33S,33408,01/01/2005,31/12/2500
27SSS342,34208,01/01/1997,31/12/2500
27SSS343,34308,01/01/1997,31/12/2500
27SSS344,34408,01/01/1997,31/12/2500
27SSS345,34508,01/01/1997,31/12/2500
27SSS34S,34408,01/01/2005,31/12/2500
27SSS351,35108,01/01/1997,31/12/2500
27SSS3SS,39908,01/01/2005,31/12/2500
27SSS999,99908,01/01/1997,31/12/2500
280300SS,52208,01/01/2007,31/12/2500
2804S522,52208,01/01/1998,31/12/2500
2805S522,52208,01/01/1997,31/12/2500
2807S522,52232,01/01/1997,31/12/2500
2809S522,52234,01/01/1997,31/12/2500
2811S522,52208,01/01/1997,31/12/2500
2813S522,52242,01/01/1997,31/12/2500
2814S522,52261,01/01/1997,31/12/2500
2819S522,52252,01/01/2001,31/12/2500
2819S999,99908,01/01/2002,31/12/2500
2823S522,52256,01/01/1997,31/12/2500
2825S522,52208,01/01/2001,31/12/2500
2825S999,99908,01/01/2002,31/12/2500
2827S523,52308,01/01/1997,31/12/2500
2829S523,52308,01/01/1997,31/12/2500
2830S523,52308,01/01/1998,31/12/2500
2831S523,52343,01/01/2001,31/12/2500
2831S999,99908,01/01/2002,31/12/2500
2832S523,52344,01/01/1998,31/12/2500
2833S523,52308,01/01/1997,31/12/2500
2834S523,52308,01/01/1997,31/12/2500
2835S523,52308,01/01/1997,31/12/2500
2836S523,52308,01/01/2001,31/12/2500
2836S999,99908,01/01/2002,31/12/2500
2837S523,52381,01/01/1998,31/12/2500
2839S523,52383,01/01/1997,31/12/2500
2841S524,52431,01/01/1998,31/12/2500
2841S999,99908,01/01/2002,31/12/2500
2842S523,52389,01/01/1997,31/12/2500
2847S524,52491,01/01/1997,31/12/2500
2850S524,52495,01/01/1997,31/12/2500
28CCC000,93100,01/01/2002,31/12/2500
28MMM000,59999,01/01/1993,31/12/2500
28SSS000,99900,01/01/1997,31/12/2001
28SSS285,28508,01/01/1993,31/12/2500
28SSS522,52208,01/01/1988,31/12/2500
28SSS523,52308,01/01/1988,31/12/2500
28SSS524,52408,01/01/1988,31/12/2500
28SSS525,52508,01/01/1988,31/12/2500
28SSS999,99908,01/01/1988,31/12/2500
28VVV000,93140,01/01/1988,31/12/2500
2901S511,51108,01/01/1997,31/12/2500
2902S511,51108,01/01/1997,31/12/2500
2903S511,51108,01/01/1997,31/12/2500
2904S511,51140,01/01/1997,31/12/2500
2905S512,51208,01/01/1997,31/12/2500
2906S512,51208,01/01/1998,31/12/2500
2907S512,51208,01/01/1997,31/12/2500
2912S516,51608,01/01/1998,31/12/2500
2914S516,51608,01/01/1997,31/12/2500
2915S513,51308,01/01/1997,31/12/2500
2916S513,51308,01/01/1997,31/12/2500
2917S513,51308,01/01/1997,31/12/2500
2918S513,51308,01/01/1997,31/12/2500
2920S516,51639,01/01/1997,31/12/2500
2921S514,51408,01/01/1997,31/12/2500
2922S514,51408,01/01/1997,31/12/2500
2923S514,51481,01/01/1997,31/12/2500
2924S514,51408,01/01/1997,31/12/2500
2926S514,51408,01/01/1997,31/12/2500
292910SS,51408,01/01/2007,31/12/2500
2930S515,51508,01/01/1998,31/12/2500
2932S515,51508,01/01/1997,31/12/2500
2932S999,99908,01/01/2002,31/12/2500
293329SS,51573,01/01/2006,31/12/2500
2933S515,51508,01/01/2001,31/12/2500
2933S999,99908,01/01/2002,31/12/2500
2934S515,51508,01/01/2001,31/12/2500
2934S999,99908,01/01/2002,31/12/2500
2936S541,54108,01/01/1997,31/12/2500
2937S541,54108,01/01/1997,31/12/2500
2939S541,54108,01/01/1998,31/12/2500
2940S516,51692,01/01/1997,31/12/2500
29CCC000,93100,01/01/2002,31/12/2500
29EEE000,51699,01/01/1988,31/12/2004
29MMM000,59999,01/01/1993,31/12/2500
29PPP000,91100,01/01/1988,31/12/2500
29SSS000,99900,01/01/1997,31/12/2001
29SSS511,51108,01/01/1988,31/12/2500
29SSS512,51208,01/01/1988,31/12/2500
29SSS513,51308,01/01/1988,31/12/2500
29SSS514,51408,01/01/1988,31/12/2500
29SSS515,51508,01/01/1988,31/12/2500
29SSS516,51608,01/01/1988,31/12/2500
29SSS541,54108,01/01/1988,31/12/2500
29SSS999,99908,01/01/1988,31/12/2500
29VVV000,93140,01/01/1988,31/12/2500
300431SS,54223,01/01/2006,31/12/2500
300432SS,54224,01/01/2006,31/12/2500
300439SS,54208,01/01/2007,31/12/2500
3004S542,54208,01/01/1997,31/12/2500
300660SS,54199,01/01/2006,31/12/2500
3006S541,54108,01/01/1997,31/12/2500
30CCC000,93100,01/01/2002,31/12/2500
30MMM000,59999,01/01/1993,31/12/2500
30PPP000,91100,01/01/1988,31/12/2500
30SSS000,99900,01/01/1997,31/12/2001
30SSS541,54108,01/01/1993,31/12/2500
30SSS542,54208,01/01/1997,31/12/2500
30SSS598,59808,01/01/2002,31/12/2500
30SSS999,99908,01/01/1997,31/12/2500
310240SS,56219,01/01/2006,31/12/2500
3102S562,56208,01/01/1997,31/12/2500
3103S562,56208,01/01/1997,31/12/2500
3104S562,56208,01/01/1997,31/12/2500
3104S999,99908,01/01/2001,31/12/2500
3105S562,56208,01/01/1997,31/12/2500
31CCC000,93100,01/01/2002,31/12/2500
31MMM000,59999,01/01/1993,31/12/2500
31SSS000,99900,01/01/1997,31/12/2001
31SSS271,27108,01/01/1997,31/12/2500
31SSS272,27208,01/01/1997,31/12/2500
31SSS562,56208,01/01/1990,31/12/2500
31SSS999,99908,01/01/1997,31/12/2500
3202S532,53208,01/01/1998,31/12/2500
3204S531,53108,01/01/1997,31/12/2500
3206S533,53308,01/01/1997,31/12/2500
32CCC000,93100,01/01/2002,31/12/2500
32MMM000,59999,01/01/1993,31/12/2500
32SSS000,99900,01/01/1997,31/12/2001
32SSS531,53108,01/01/1988,31/12/2500
32SSS532,53208,01/01/1997,31/12/2500
32SSS533,53308,01/01/1990,31/12/2500
32SSS601,93100,01/01/1988,31/12/2500
32SSS895,89508,01/01/1997,31/12/2500
32SSS999,99908,01/01/1997,31/12/2500
32VVV000,93140,01/01/1988,31/12/2500
33CCC000,93100,01/01/2002,31/12/2500
33MMM000,59999,01/01/1993,31/12/2500
33PPP000,91100,01/01/1988,31/12/2500
33SSS000,99900,01/01/1997,31/12/2001
33SSS551,55108,01/01/1997,31/12/2500
33SSS553,55308,01/01/1997,31/12/2500
33SSS999,99908,01/01/1997,31/12/2500
3404S598,59808,01/01/1997,31/12/2500
34CCC000,93100,01/01/2002,31/12/2500
34MMM000,59999,01/01/1993,31/12/2500
34SSS000,99900,01/01/1997,31/12/2001
34SSS554,55408,01/01/1997,31/12/2500
34SSS597,59708,01/01/1997,31/12/2500
34SSS598,59808,01/01/1997,31/12/2500
34SSS899,89908,01/01/1997,31/12/2500
34SSS999,99908,01/01/1997,31/12/2500
3505S592,59208,01/01/1997,31/12/2500
3507S516,51691,01/01/1997,31/12/2500
35CCC000,93100,01/01/2002,31/12/2500
35MMM000,59999,01/01/1993,31/12/2500
35SSS025,02508,01/01/1997,31/12/2500
35SSS516,51608,01/01/1993,31/12/2500
35SSS592,59208,01/01/1992,31/12/2500
35SSS999,99908,01/01/1997,31/12/2500
3601S593,59311,01/01/1997,31/12/2500
3603S593,59320,01/01/1997,31/12/2500
36CCC000,93100,01/01/2002,31/12/2500
36MMM000,59999,01/01/1993,31/12/2500
36SSS000,99900,01/01/1997,31/12/2001
36SSS572,57208,01/01/1997,31/12/2500
36SSS593,59308,01/01/1990,31/12/2500
36SSS601,93100,01/01/1988,31/12/2500
36SSS899,89908,01/01/1997,31/12/2500
36SSS999,99908,01/01/1997,31/12/2500
3703S882,88240,01/01/1998,31/12/2500
37CCC000,93100,01/01/2002,31/12/2500
37MMM000,89999,01/01/1993,31/12/2500
37PPP000,91100,01/01/1988,31/12/2500
37SSS000,99900,01/01/1997,31/12/2001
37SSS882,88208,01/01/1992,31/12/2500
37SSS883,88308,01/01/1997,31/12/2500
37SSS999,99908,01/01/1997,31/12/2500
3801S598,59861,01/01/2001,31/12/2500
3802S598,59808,01/01/2001,31/12/2500
3803S598,59811,01/01/1997,31/12/2500
3804S598,59812,01/01/1997,31/12/2500
3805S598,59813,01/01/1997,31/12/2500
3808S591,59108,01/01/1997,31/12/2500
3823S598,59808,01/01/1997,31/12/2500
3824S598,59808,01/01/1997,31/12/2500
38CCC000,93100,01/01/2002,31/12/2500
38MMM000,59999,01/01/1993,31/12/2500
38SSS000,99900,01/01/1997,31/12/2001
38SSS431,43108,01/01/1997,31/12/2500
38SSS512,51208,01/01/1997,31/12/2500
38SSS533,53308,01/01/1997,31/12/2500
38SSS591,59108,01/01/1997,31/12/2500
38SSS597,59708,01/01/1988,31/12/2500
38SSS598,59808,01/01/1988,31/12/2500
38SSS662,66208,01/01/1997,31/12/2500
38SSS999,99908,01/01/1997,31/12/2500
38VVV000,93140,01/01/1988,31/12/2500
3901S571,57108,01/01/1997,31/12/2500
3902S575,57508,01/01/1997,31/12/2500
3903S572,57208,01/01/1997,31/12/2500
3904S573,57308,01/01/1997,31/12/2500
3905S575,57508,01/01/1998,31/12/2500
3907S574,57408,01/01/1997,31/12/2500
3907S999,99908,01/01/2002,31/12/2500
3908S999,99908,01/01/2002,31/12/2500
390950SS,57508,01/01/2007,31/12/2500
3909S575,57508,01/01/1997,31/12/2500
3910S575,57593,01/01/2001,31/12/2500
3910S999,99908,01/01/2002,31/12/2500
3911S575,57596,01/01/1998,31/12/2500
3911S999,99908,01/01/2002,31/12/2500
3912S575,57508,01/01/1997,31/12/2500
3913S575,57508,01/01/1997,31/12/2500
3914S575,57597,01/01/1997,31/12/2500
3914S999,99908,01/01/2002,31/12/2500
3915S999,99908,01/01/2002,31/12/2500
3916S999,99908,01/01/2002,31/12/2500
391740SS,58170,01/01/2006,31/12/2500
3917S999,99908,01/01/2002,31/12/2500
3920S582,58208,01/01/1997,31/12/2500
3920S999,99908,01/01/2002,31/12/2500
39CCC000,93100,01/01/2002,31/12/2500
39MMM000,59999,01/01/1993,31/12/2500
39SSS000,99900,01/01/1988,31/12/2007
39SSS571,57108,01/01/1990,31/12/2500
39SSS572,57208,01/01/1991,31/12/2500
39SSS573,57308,01/01/1988,31/12/2500
39SSS574,57408,01/01/1988,31/12/2500
39SSS575,57508,01/01/1988,31/12/2500
39SSS579,57908,01/01/1997,31/12/2500
39SSS57S,57108,01/01/2005,31/12/2500
39SSS581,58108,01/01/1992,31/12/2500
39SSS582,58208,01/01/1990,31/12/2500
39SSS583,58308,01/01/1997,31/12/2500
39SSS601,93100,01/01/1988,31/12/2500
39SSS848,84808,01/01/1997,31/12/2500
39SSS893,89308,01/01/1992,31/12/2500
39SSS999,99908,01/01/1997,31/12/2500
39VVV000,93140,01/01/1988,31/12/2500
4002S232,23208,01/01/2001,31/12/2500
4002S999,99908,01/01/2001,31/12/2500
4005S999,99908,01/01/2001,31/12/2500
4011S625,62508,01/01/1997,31/12/2500
4012S625,62508,01/01/1997,31/12/2500
4013S625,62591,01/01/1997,31/12/2500
4013S999,99908,01/01/2001,31/12/2500
40CCC000,93100,01/01/2002,31/12/2500
40MMM000,29999,01/01/1993,31/12/2500
40SSS000,99900,01/01/1997,31/12/2001
40SSS231,23108,01/01/1997,31/12/2500
40SSS232,23208,01/01/1988,31/12/2500
40SSS621,62108,01/01/1997,31/12/2500
40SSS625,62508,01/01/1997,31/12/2500
40SSS629,62908,01/01/1997,31/12/2500
40SSS848,84808,01/01/1997,31/12/2500
40SSS999,99908,01/01/1997,31/12/2500
40VVV000,93140,01/01/1988,31/12/2500
41CCC000,93100,01/01/2002,31/12/2500
41MMM000,69999,01/01/1993,31/12/2500
41SSS000,99900,01/01/1997,31/12/2001
41SSS211,21108,01/01/1997,31/12/2500
41SSS611,61108,01/01/1997,31/12/2500
41SSS999,99908,01/01/1997,31/12/2500
42CCC000,93100,01/01/2002,31/12/2500
42MMM000,89999,01/01/1993,31/12/2500
42PPP000,91100,01/01/1988,31/12/2500
42SSS000,99900,01/01/1997,31/12/2001
42SSS612,61208,01/01/1997,31/12/2500
42SSS831,83108,01/01/1997,31/12/2500
42SSS848,84808,01/01/1997,31/12/2500
42SSS894,89408,01/01/1997,31/12/2500
42SSS899,89908,01/01/1997,31/12/2500
42SSS999,99908,01/01/1997,31/12/2500
43CCC000,93100,01/01/2002,31/12/2500
43MMM000,69999,01/01/1993,31/12/2500
43SSS000,99900,01/01/1997,31/12/2001
43SSS212,21208,01/01/1993,31/12/2500
43SSS613,61308,01/01/1997,31/12/2500
43SSS848,84808,01/01/1997,31/12/2500
43SSS999,99908,01/01/1997,31/12/2500
44CCC000,93100,01/01/2002,31/12/2500
44MMM000,29999,01/01/1993,31/12/2500
44SSS000,99900,01/01/1997,31/12/2001
44SSS245,24508,01/01/1997,31/12/2500
44SSS246,24608,01/01/1997,31/12/2500
44SSS247,24708,01/01/1997,31/12/2500
44SSS248,24808,01/01/1997,31/12/2500
44SSS634,63408,01/01/1997,31/12/2500
44SSS635,63508,01/01/1997,31/12/2500
44SSS999,99908,01/01/1997,31/12/2500
45CCC000,93100,01/01/2002,31/12/2500
45MMM000,69999,01/01/1993,31/12/2500
45SSS000,99900,01/01/1997,31/12/2001
45SSS244,24408,01/01/1997,31/12/2500
45SSS633,63308,01/01/1997,31/12/2500
45SSS999,99908,01/01/1997,31/12/2500
46CCC000,93100,01/01/2002,31/12/2500
46MMM000,89999,01/01/1993,31/12/2500
46SSS899,89908,01/01/1997,31/12/2500
46SSS999,99908,01/01/1997,31/12/2500
4702S251,25130,01/01/1997,31/12/2500
4703S251,25108,01/01/2006,31/12/2500
47CCC000,93100,01/01/2002,31/12/2500
47MMM000,29999,01/01/1993,31/12/2500
47SSS251,25108,01/01/1997,31/12/2500
47SSS999,99908,01/01/1997,31/12/2500
4804S641,64108,01/01/1998,31/12/2500
48CCC000,93100,01/01/2002,31/12/2500
48MMM000,69999,01/01/1993,31/12/2500
48SSS000,99900,01/01/1997,31/12/2001
48SSS641,64108,01/01/1992,31/12/2500
48SSS642,64208,01/01/1991,31/12/2500
48SSS659,65908,01/01/1992,31/12/2500
48SSS892,89208,01/01/1997,31/12/2500
48SSS999,99908,01/01/1997,31/12/2500
48VVV000,93140,01/01/2000,31/12/2500
4910S892,89284,01/01/1997,31/12/2500
49CCC000,93100,01/01/2002,31/12/2500
49MMM000,89999,01/01/1993,31/12/2500
49PPP000,91100,01/01/1988,31/12/2500
49PPP200,91100,01/01/1993,31/12/2500
49PPP400,91100,01/01/1993,31/12/2500
49SSS892,89208,01/01/1990,31/12/2500
49SSS999,99908,01/01/1997,31/12/2500
50CCC000,93100,01/01/2002,31/12/2500
50MMM000,69999,01/01/1993,31/12/2500
50SSS000,99900,01/01/1997,31/12/2001
50SSS261,26108,01/01/1997,31/12/2500
50SSS651,65108,01/01/1997,31/12/2500
50SSS654,65408,01/01/1997,31/12/2500
50SSS999,99908,01/01/1997,31/12/2500
51CCC000,93100,01/01/2002,31/12/2500
51MMM000,69999,01/01/1993,31/12/2500
51SSS000,99900,01/01/1997,31/12/2001
51SSS268,26808,01/01/1997,31/12/2500
51SSS651,65108,01/01/1997,31/12/2500
51SSS654,65408,01/01/1997,31/12/2500
51SSS999,99908,01/01/1997,31/12/2500
52CCC000,93100,01/01/2002,31/12/2500
52MMM000,69999,01/01/1993,31/12/2500
52PPP000,91100,01/01/1988,31/12/2500
52SSS000,99900,01/01/1997,31/12/2001
52SSS263,26308,01/01/1997,31/12/2500
52SSS651,65108,01/01/1997,31/12/2500
52SSS652,65208,01/01/1997,31/12/2500
52SSS999,99908,01/01/1997,31/12/2500
53CCC000,93100,01/01/2002,31/12/2500
53MMM000,29999,01/01/1993,31/12/2500
53SSS000,99900,01/01/1997,31/12/2001
53SSS264,26408,01/01/1997,31/12/2500
53SSS265,26508,01/01/1997,31/12/2500
53SSS651,65108,01/01/1997,31/12/2500
53SSS654,65408,01/01/1997,31/12/2500
53SSS999,99908,01/01/1997,31/12/2500
5402S651,65108,01/01/1997,31/12/2500
5402S999,99908,01/01/2002,31/12/2500
5403S999,99908,01/01/2002,31/12/2500
54CCC000,93100,01/01/2002,31/12/2500
54MMM000,69999,01/01/1993,31/12/2500
54SSS000,99900,01/01/1997,31/12/2001
54SSS651,65108,01/01/1990,31/12/2500
54SSS653,65308,01/01/1997,31/12/2500
54SSS999,99908,01/01/1997,31/12/2500
5501S266,26608,01/01/2001,31/12/2500
5501S999,99908,01/01/2002,31/12/2500
5502S999,99908,01/01/2002,31/12/2500
5503S266,26608,01/01/2001,31/12/2500
5503S999,99908,01/01/2002,31/12/2500
5504S267,26711,01/01/1997,31/12/2500
5504S999,99908,01/01/2002,31/12/2500
5505S267,26708,01/01/1997,31/12/2500
5506S999,99908,01/01/2002,31/12/2500
5507S999,99908,01/01/2002,31/12/2500
55CCC000,93100,01/01/2002,31/12/2500
55MMM000,69999,01/01/1993,31/12/2500
55PPP000,91100,01/01/1988,31/12/2500
55SSS000,99900,01/01/1997,31/12/2001
55SSS266,26608,01/01/1990,31/12/2500
55SSS267,26708,01/01/1990,31/12/2500
55SSS651,65108,01/01/1997,31/12/2500
55SSS653,65308,01/01/1997,31/12/2500
55SSS999,99908,01/01/1997,31/12/2500
5603S657,65720,01/01/1997,31/12/2500
5604S999,99908,01/01/2002,31/12/2500
56CCC000,93100,01/01/2002,31/12/2500
56MMM000,69999,01/01/1993,31/12/2500
56SSS000,99900,01/01/1997,31/12/2001
56SSS651,65108,01/01/1997,31/12/2500
56SSS656,65608,01/01/1997,31/12/2500
56SSS657,65708,01/01/1992,31/12/2500
56SSS999,99908,01/01/1997,31/12/2500
57CCC000,93100,01/01/2002,31/12/2500
57MMM000,69999,01/01/1993,31/12/2500
57SSS659,65908,01/01/1997,31/12/2500
57SSS999,99908,01/01/1997,31/12/2500
57VVV000,93140,01/01/1988,31/12/2500
58CCC000,93100,01/01/2002,31/12/2500
58MMM000,69999,01/01/1993,31/12/2500
58PPP000,91100,01/01/1988,31/12/2500
