CN 2021,CN 2022,CNKEY,TYPE,CN2021_Deleted codes,CN2021_Reused Code
85258099,88062210,852580990080,ex,8525 80 99,
85258099,85258300,852580990080,ex,8525 80 99,
85258099,85258100,852580990080,ex,8525 80 99,
85258099,85258900,852580990080,ex,8525 80 99,
85261000,85261000,852610000080,,,
85269120,85269120,852691200080,,,
85269180,85269180,852691800080,,,
85269200,85269200,852692000080,,,
85271200,85271200,852712000080,,,
85271300,85271300,852713000080,,,
85271900,85271900,852719000080,,,
85272120,85272120,852721200080,,,
85272152,85272152,852721520080,,,
85272159,85272159,852721590080,,,
85272170,85272170,852721700080,,,
85272192,85272192,852721920080,,,
85272198,85272198,852721980080,,,
85272900,85272900,852729000080,,,
85279100,85279100,852791000080,,,
85279200,85279200,852792000080,,,
85279900,85279900,852799000080,,,
85284200,85284200,852842000080,,,
85284900,85284900,852849000080,,,
85285210,85285210,852852100080,,,
85285291,85285291,852852910080,,,
85285299,85285299,852852990080,,,
85285900,85285900,852859000080,,,
85286200,85286200,852862000080,,,
85286920,85286920,852869200080,,,
85286980,85286980,852869800080,,,
85287111,85287111,852871110080,,,
85287115,85287115,852871150080,,,
85287119,85287119,852871190080,,,
85287191,85287191,852871910080,,,
85287199,85287199,852871990080,,,
85287210,85287210,852872100080,,,
85287220,85287220,852872200080,,,
85287230,85287230,852872300080,,,
85287240,85287240,852872400080,,,
85287260,85287260,852872600080,,,
85287280,85287280,852872800080,,,
85287300,85287300,852873000080,,,
85291011,85291011,852910110080,,,
85291030,85291030,852910300080,,,
85291065,85291065,852910650080,,,
85291069,85291069,852910690080,,,
85291080,85291080,852910800080,,,
85291095,85291095,852910950080,,,
85299015,85299015,852990150080,,,
85299020,85299020,852990200080,,,
85299041,85299040,852990410080,ex,8529 90 41,
85299049,85299040,852990490080,ex,8529 90 49,
85299065,85299065,852990650080,,,
85299091,85299091,852990910080,,,
85299092,85299092,852990920080,,,
85299097,85299097,852990970080,,,
85301000,85301000,853010000080,,,
85308000,85308000,853080000080,,,
85309000,85309000,853090000080,,,
85311030,85311030,853110300080,,,
85311095,85311095,853110950080,,,
85312020,85312020,853120200080,,,
85312040,85312040,853120400080,,,
85312095,85312095,853120950080,,,
85318040,85318040,853180400080,,,
85318070,85318070,853180700080,,,
85319000,85319000,853190000080,,,
85321000,85321000,853210000080,,,
85322100,85322100,853221000080,,,
85322200,85322200,853222000080,,,
85322300,85322300,853223000080,,,
85322400,85322400,853224000080,,,
85322500,85322500,853225000080,,,
85322900,85322900,853229000080,,,
85323000,85323000,853230000080,,,
85329000,85329000,853290000080,,,
85331000,85331000,853310000080,,,
85332100,85332100,853321000080,,,
85332900,85332900,853329000080,,,
85333100,85333100,853331000080,,,
85333900,85333900,853339000080,,,
85334010,85334010,853340100080,,,
85334090,85334090,853340900080,,,
85339000,85339000,853390000080,,,
85340011,85340011,853400110080,,,
85340019,85340019,853400190080,,,
85340090,85340090,853400900080,,,
85351000,85351000,853510000080,,,
85352100,85352100,853521000080,,,
85352900,85352900,853529000080,,,
85353010,85353010,853530100080,,,
85353090,85353090,853530900080,,,
85354000,85354000,853540000080,,,
85359000,85359000,853590000080,,,
85361010,85361010,853610100080,,,
85361050,85361050,853610500080,,,
85361090,85361090,853610900080,,,
85362010,85362010,853620100080,,,
85362090,85362090,853620900080,,,
85363010,85363010,853630100080,,,
85363030,85363030,853630300080,,,
85363090,85363090,853630900080,,,
85364110,85364110,853641100080,,,
85364190,85364190,853641900080,,,
85364900,85364900,853649000080,,,
85365003,85365003,853650030080,,,
85365005,85365005,853650050080,,,
85365007,85365007,853650070080,,,
85365011,85365011,853650110080,,,
85365015,85365015,853650150080,,,
85365019,85365019,853650190080,,,
85365080,85365080,853650800080,,,
85366110,85366110,853661100080,,,
85366190,85366190,853661900080,,,
85366910,85366910,853669100080,,,
85366930,85366930,853669300080,,,
85366990,85366990,853669900080,,,
85367000,85367000,853670000080,,,
85369001,85369001,853690010080,,,
85369010,85369010,853690100080,,,
85369040,85369040,853690400080,,,
85369095,85369095,853690950080,,,
85371010,85371010,853710100080,,,
85371091,85371091,853710910080,,,
85371095,85371095,853710950080,,,
85371098,85371098,853710980080,,,
85372091,85372091,853720910080,,,
85372099,85372099,853720990080,,,
85381000,85381000,853810000080,,,
85389011,85389011,853890110080,,,
85389019,85389019,853890190080,,,
85389091,85389091,853890910080,,,
85389099,85389099,853890990080,,,
85391000,85391000,853910000080,,,
85392130,85392130,853921300080,,,
85392192,85392192,853921920080,,,
85392198,85392198,853921980080,,,
85392210,85392210,853922100080,,,
85392290,85392290,853922900080,,,
85392930,85392930,853929300080,,,
85392992,85392992,853929920080,,,
85392998,85392998,853929980080,,,
85393110,85393110,853931100080,,,
85393190,85393190,853931900080,,,
85393220,85393220,853932200080,,,
85393290,85393290,853932900080,,,
85393920,85393920,853939200080,,,
85393980,85393980,853939800080,,,
85394100,85394100,853941000080,,,
85394900,85394900,853949000080,,,
85395000,85395200,853950000080,-,8539 50 00,
85399010,85399010,853990100080,,,
85399090,85399090,853990900080,ex,,8539 90 90
85399090,85395100,853990900080,ex,,8539 90 90
85401100,85401100,854011000080,,,
85401200,85401200,854012000080,,,
85402010,85402010,854020100080,,,
85402080,85402080,854020800080,,,
85404000,85404000,854040000080,,,
85406000,85406000,854060000080,,,
85407100,85407100,854071000080,,,
85407900,85407900,854079000080,,,
85408100,85408100,854081000080,,,
85408900,85408900,854089000080,,,
85409100,85409100,854091000080,,,
85409900,85409900,854099000080,,,
85411000,85411000,854110000080,,,
85412100,85412100,854121000080,,,
85412900,85412900,854129000080,,,
85413000,85413000,854130000080,,,
85414010,85414100,854140100080,-,8541 40 10,
85414090,85414300,854140900080,-,8541 40 90,
85414090,85414900,854140900080,-,8541 40 90,
85414090,85414200,854140900080,-,8541 40 90,
85415000,85415100,854150000080,-,8541 50 00,
85415000,85415900,854150000080,-,8541 50 00,
85416000,85416000,854160000080,,,
85419000,85419000,854190000080,,,
85423111,85423111,854231110080,,,
85423119,85423119,854231190080,,,
85423190,85423190,854231900080,,,
85423211,85423211,854232110080,,,
85423219,85423219,854232190080,,,
85423231,85423231,854232310080,,,
85423239,85423239,854232390080,,,
85423245,85423245,854232450080,,,
85423255,85423255,854232550080,,,
85423261,85423261,854232610080,,,
85423269,85423269,854232690080,,,
85423275,85423275,854232750080,,,
85423290,85423290,854232900080,,,
85423310,85423310,854233100080,,,
85423390,85423390,854233900080,,,
85423911,85423911,854239110080,,,
85423919,85423919,854239190080,,,
85423990,85423990,854239900080,,,
85429000,85429000,854290000080,,,
85431000,85431000,854310000080,,,
85432000,85432000,854320000080,,,
85433040,85433040,854330400080,,,
85433070,85433070,854330700080,,,
85437001,85437001,854370010080,,,
85437002,85437002,854370020080,,,
85437003,85437003,854370030080,,,
85437004,85437004,854370040080,,,
85437005,85437005,854370050080,,,
85437006,85437006,854370060080,,,
85437007,85437007,854370070080,,,
85437008,85437008,854370080080,,,
85437009,85437009,854370090080,,,
85437010,85437010,854370100080,,,
85437030,85437030,854370300080,,,
85437050,85437050,854370500080,,,
85437060,85437060,854370600080,,,
85437070,85434000,854370700080,ex,8543 70 70,
85437090,85437090,854370900080,-,,8543 70 90
85437090,85434000,854370900080,ex,,8543 70 90
85437090,85395100,854370900080,ex,,8543 70 90
85439000,85439000,854390000080,-,,8543 90 00
85439000,85399090,854390000080,ex,,8543 90 00
85441110,85441110,854411100080,,,
85441190,85441190,854411900080,,,
85441900,85441900,854419000080,,,
85442000,85442000,854420000080,,,
85443000,85443000,854430000080,,,
85444210,85444210,854442100080,,,
85444290,85444290,854442900080,,,
85444920,85444920,854449200080,,,
85444991,85444991,854449910080,,,
85444993,85444993,854449930080,,,
85444995,85444995,854449950080,,,
85444999,85444999,854449990080,,,
85446010,85446010,854460100080,,,
85446090,85446090,854460900080,,,
85447000,85447000,854470000080,,,
85451100,85451100,854511000080,,,
85451900,85451900,854519000080,,,
85452000,85452000,854520000080,,,
85459010,85459010,854590100080,,,
85459090,85459090,854590900080,,,
85461000,85461000,854610000080,,,
85462000,85462000,854620000080,,,
85469010,85469010,854690100080,,,
85469090,85469090,854690900080,,,
85471000,85471000,854710000080,,,
85472000,85472000,854720000080,,,
85479000,85479000,854790000080,,,
85481010,85491210,854810100080,-,8548 10 10,
85481010,85491310,854810100080,-,8548 10 10,
85481010,85491410,854810100080,-,8548 10 10,
85481010,85491910,854810100080,-,8548 10 10,
85481021,85491110,854810210080,-,8548 10 21,
85481029,85491920,854810290080,-,8548 10 29,
85481029,85491420,854810290080,-,8548 10 29,
85481029,85491220,854810290080,-,8548 10 29,
85481029,85491320,854810290080,-,8548 10 29,
85481091,85491190,854810910080,-,8548 10 91,
85481091,85491290,854810910080,ex,8548 10 91,
85481099,85491990,854810990080,-,8548 10 99,
85481099,85491490,854810990080,-,8548 10 99,
85481099,85491390,854810990080,-,8548 10 99,
85481099,85491290,854810990080,ex,8548 10 99,
85489020,85480020,854890200080,-,8548 90 20,
85489030,85480030,854890300080,-,8548 90 30,
85489090,85480090,854890900080,-,8548 90 90,
86011000,86011000,860110000080,,,
86012000,86012000,860120000080,,,
86021000,86021000,860210000080,,,
86029000,86029000,860290000080,,,
86031000,86031000,860310000080,,,
86039000,86039000,860390000080,,,
86040000,86040000,860400000080,,,
86050000,86050000,860500000080,,,
86061000,86061000,860610000080,,,
86063000,86063000,860630000080,,,
86069110,86069110,860691100080,,,
86069180,86069180,860691800080,,,
86069200,86069200,860692000080,,,
86069900,86069900,860699000080,,,
86071100,86071100,860711000080,,,
86071200,86071200,860712000080,,,
86071910,86071910,860719100080,,,
86071990,86071990,860719900080,,,
86072110,86072110,860721100080,,,
86072190,86072190,860721900080,,,
86072900,86072900,860729000080,,,
86073000,86073000,860730000080,,,
86079110,86079110,860791100080,,,
86079190,86079190,860791900080,,,
86079910,86079910,860799100080,,,
86079980,86079980,860799800080,,,
86080000,86080000,860800000080,,,
86090010,86090010,860900100080,,,
86090090,86090090,860900900080,,,
87011000,87011000,870110000080,,,
87012010,87012410,870120100080,-,8701 20 10,
87012010,87012900,870120100080,ex,8701 20 10,
87012010,87012310,870120100080,-,8701 20 10,
87012010,87012210,870120100080,-,8701 20 10,
87012010,87012110,870120100080,-,8701 20 10,
87012090,87012290,870120900080,-,8701 20 90,
87012090,87012390,870120900080,-,8701 20 90,
87012090,87012490,870120900080,-,8701 20 90,
87012090,87012900,870120900080,ex,8701 20 90,
87012090,87012190,870120900080,-,8701 20 90,
87013000,87013000,870130000080,,,
87019110,87019110,870191100080,,,
87019190,87019190,870191900080,,,
87019210,87019210,870192100080,,,
87019290,87019290,870192900080,,,
87019310,87019310,870193100080,,,
87019390,87019390,870193900080,,,
87019410,87019410,870194100080,,,
87019490,87019490,870194900080,,,
87019510,87019510,870195100080,,,
87019590,87019590,870195900080,,,
87021011,87021011,870210110080,,,
87021019,87021019,870210190080,,,
87021091,87021091,870210910080,,,
87021099,87021099,870210990080,,,
87022010,87022010,870220100080,,,
87022090,87022090,870220900080,,,
87023010,87023010,870230100080,,,
87023090,87023090,870230900080,,,
87024000,87024000,870240000080,,,
87029011,87029011,870290110080,,,
87029019,87029019,870290190080,,,
87029031,87029031,870290310080,,,
87029039,87029039,870290390080,,,
87029090,87029090,870290900080,,,
87031011,87031011,870310110080,,,
87031018,87031018,870310180080,,,
87032110,87032110,870321100080,,,
87032190,87032190,870321900080,,,
87032210,87032210,870322100080,,,
87032290,87032290,870322900080,,,
87032311,87032311,870323110080,,,
87032319,87032319,870323190080,,,
87032390,87032390,870323900080,,,
87032410,87032410,870324100080,,,
87032490,87032490,870324900080,,,
87033110,87033110,870331100080,,,
87033190,87033190,870331900080,,,
87033211,87033211,870332110080,,,
87033219,87033219,870332190080,,,
87033290,87033290,870332900080,,,
87033311,87033311,870333110080,,,
87033319,87033319,870333190080,,,
87033390,87033390,870333900080,,,
87034010,87034010,870340100080,,,
87034090,87034090,870340900080,,,
87035000,87035000,870350000080,,,
87036010,87036010,870360100080,,,
87036090,87036090,870360900080,,,
87037000,87037000,870370000080,,,
87038010,87038010,870380100080,,,
87038090,87038090,870380900080,,,
87039000,87039000,870390000080,,,
87041010,87041010,870410100080,,,
87041090,87041090,870410900080,,,
87042110,87042110,870421100080,-,,8704 21 10
87042110,87044110,870421100080,-,,8704 21 10
87042131,87044131,870421310080,-,,8704 21 31
87042131,87042131,870421310080,-,,8704 21 31
87042139,87044139,870421390080,-,,8704 21 39
87042139,87042139,870421390080,-,,8704 21 39
87042191,87042191,870421910080,-,,8704 21 91
87042191,87044191,870421910080,-,,8704 21 91
87042199,87042199,870421990080,-,,8704 21 99
87042199,87044199,870421990080,-,,8704 21 99
87042210,87044210,870422100080,-,,8704 22 10
87042210,87042210,870422100080,-,,8704 22 10
87042291,87042291,870422910080,-,,8704 22 91
87042291,87044291,870422910080,-,,8704 22 91
87042299,87042299,870422990080,-,,8704 22 99
87042299,87044299,870422990080,-,,8704 22 99
87042310,87042310,870423100080,-,,8704 23 10
87042310,87044310,870423100080,-,,8704 23 10
87042391,87042391,870423910080,-,,8704 23 91
87042391,87044391,870423910080,-,,8704 23 91
87042399,87042399,870423990080,-,,8704 23 99
87042399,87044399,870423990080,-,,8704 23 99
87043110,87043110,870431100080,-,,8704 31 10
87043110,87045110,870431100080,-,,8704 31 10
87043131,87043131,870431310080,-,,8704 31 31
87043131,87045131,870431310080,-,,8704 31 31
87043139,87043139,870431390080,-,,8704 31 39
87043139,87045139,870431390080,-,,8704 31 39
87043191,87045191,870431910080,-,,8704 31 91
87043191,87043191,870431910080,-,,8704 31 91
87043199,87043199,870431990080,-,,8704 31 99
87043199,87045199,870431990080,-,,8704 31 99
87043210,87043210,870432100080,-,,8704 32 10
87043210,87045210,870432100080,-,,8704 32 10
87043291,87043291,870432910080,-,,8704 32 91
87043291,87045291,870432910080,-,,8704 32 91
87043299,87043299,870432990080,-,,8704 32 99
87043299,87045299,870432990080,-,,8704 32 99
87049000,87046000,870490000080,-,,8704 90 00
87049000,87049000,870490000080,-,,8704 90 00
87051000,87051000,870510000080,,,
87052000,87052000,870520000080,,,
87053000,87053000,870530000080,,,
87054000,87054000,870540000080,,,
87059030,87059030,870590300080,,,
87059080,87059080,870590800080,,,
87060011,87060011,870600110080,,,
87060019,87060019,870600190080,,,
87060091,87060091,870600910080,,,
87060099,87060099,870600990080,,,
87071010,87071010,870710100080,,,
87071090,87071090,870710900080,,,
87079010,87079010,870790100080,,,
87079090,87079090,870790900080,,,
87081010,87081010,870810100080,,,
87081090,87081090,870810900080,,,
87082110,87082110,870821100080,,,
87082190,87082190,870821900080,,,
87082910,87082910,870829100080,-,,8708 29 10
87082910,87082210,870829100080,-,,8708 29 10
87082990,87082290,870829900080,-,,8708 29 90
87082990,87082990,870829900080,-,,8708 29 90
87083010,87083010,870830100080,,,
87083091,87083091,870830910080,,,
87083099,87083099,870830990080,,,
87084020,87084020,870840200080,,,
87084050,87084050,870840500080,,,
87084091,87084091,870840910080,,,
87084099,87084099,870840990080,,,
87085020,87085020,870850200080,,,
87085035,87085035,870850350080,,,
87085055,87085055,870850550080,,,
87085091,87085091,870850910080,,,
87085099,87085099,870850990080,,,
87087010,87087010,870870100080,,,
87087050,87087050,870870500080,,,
87087091,87087091,870870910080,,,
87087099,87087099,870870990080,,,
87088020,87088020,870880200080,,,
87088035,87088035,870880350080,,,
87088055,87088055,870880550080,,,
87088091,87088091,870880910080,,,
87088099,87088099,870880990080,,,
87089120,87089120,870891200080,,,
87089135,87089135,870891350080,,,
87089191,87089191,870891910080,,,
87089199,87089199,870891990080,,,
87089220,87089220,870892200080,,,
87089235,87089235,870892350080,,,
87089291,87089291,870892910080,,,
87089299,87089299,870892990080,,,
87089310,87089310,870893100080,,,
87089390,87089390,870893900080,,,
87089420,87089420,870894200080,,,
87089435,87089435,870894350080,,,
87089491,87089491,870894910080,,,
87089499,87089499,870894990080,,,
87089510,87089510,870895100080,,,
87089591,87089591,870895910080,,,
87089599,87089599,870895990080,,,
87089910,87089910,870899100080,,,
87089993,87089993,870899930080,,,
87089997,87089997,870899970080,,,
87091110,87091110,870911100080,,,
87091190,87091190,870911900080,,,
87091910,87091910,870919100080,,,
87091990,87091990,870919900080,,,
87099000,87099000,870990000080,,,
87100000,87100000,871000000080,,,
87111000,87111000,871110000080,,,
87112010,87112010,871120100080,,,
87112092,87112092,871120920080,,,
87112098,87112098,871120980080,,,
87113010,87113010,871130100080,,,
87113090,87113090,871130900080,,,
87114000,87114000,871140000080,,,
87115000,87115000,871150000080,,,
87116010,87116010,871160100080,,,
87116090,87116090,871160900080,,,
87119000,87119000,871190000080,,,
87120030,87120030,871200300080,,,
87120070,87120070,871200700080,,,
87131000,87131000,871310000080,,,
87139000,87139000,871390000080,,,
87141010,87141010,871410100080,,,
87141020,87141020,871410200080,,,
87141030,87141030,871410300080,,,
87141040,87141040,871410400080,,,
87141050,87141050,871410500080,,,
87141090,87141090,871410900080,,,
87142000,87142000,871420000080,,,
87149110,87149110,871491100080,,,
87149130,87149130,871491300080,,,
87149190,87149190,871491900080,,,
87149210,87149210,871492100080,,,
87149290,87149290,871492900080,,,
87149300,87149300,871493000080,,,
87149420,87149420,871494200080,,,
87149490,87149490,871494900080,,,
87149500,87149500,871495000080,,,
87149610,87149610,871496100080,,,
87149630,87149630,871496300080,,,
87149690,87149690,871496900080,,,
87149910,87149910,871499100080,,,
87149930,87149930,871499300080,,,
87149950,87149950,871499500080,,,
87149990,87149990,871499900080,,,
87150010,87150010,871500100080,,,
87150090,87150090,871500900080,,,
87161092,87161092,871610920080,,,
87161098,87161098,871610980080,,,
87162000,87162000,871620000080,,,
87163100,87163100,871631000080,,,
87163910,87163910,871639100080,,,
87163930,87163930,871639300080,,,
87163950,87163950,871639500080,,,
87163980,87163980,871639800080,,,
87164000,87164000,871640000080,,,
87168000,87168000,871680000080,,,
87169010,87169010,871690100080,,,
87169030,87169030,871690300080,,,
87169050,87169050,871690500080,,,
87169090,87169090,871690900080,,,
88010010,88010010,880100100080,,,
88010090,88010090,880100900080,,,
88021100,88062290,880211000080,ex,,8802 11 00
88021100,88069910,880211000080,ex,,8802 11 00
88021100,88069400,880211000080,-,,8802 11 00
88021100,88069300,880211000080,-,,8802 11 00
88021100,88069200,880211000080,ex,,8802 11 00
88021100,88069100,880211000080,ex,,8802 11 00
88021100,88062910,880211000080,ex,,8802 11 00
88021100,88062300,880211000080,-,,8802 11 00
88021100,88062190,880211000080,ex,,8802 11 00
88021100,88061010,880211000080,ex,,8802 11 00
88021100,88021100,880211000080,-,,8802 11 00
88021100,88062400,880211000080,ex,,8802 11 00
88021200,88021200,880212000080,-,,8802 12 00
88021200,88069920,880212000080,ex,,8802 12 00
88021200,88062920,880212000080,ex,,8802 12 00
88021200,88061090,880212000080,ex,,8802 12 00
88022000,88062910,880220000080,ex,,8802 20 00
88022000,88069910,880220000080,ex,,8802 20 00
88022000,88069100,880220000080,ex,,8802 20 00
88022000,88062400,880220000080,ex,,8802 20 00
88022000,88062290,880220000080,ex,,8802 20 00
88022000,88062190,880220000080,ex,,8802 20 00
88022000,88061010,880220000080,ex,,8802 20 00
88022000,88022000,880220000080,-,,8802 20 00
88022000,88069200,880220000080,ex,,8802 20 00
88023000,88023000,880230000080,-,,8802 30 00
88023000,88061090,880230000080,ex,,8802 30 00
88023000,88062920,880230000080,ex,,8802 30 00
88023000,88069920,880230000080,ex,,8802 30 00
88024000,88024000,880240000080,-,,8802 40 00
88024000,88069920,880240000080,ex,,8802 40 00
88024000,88062920,880240000080,ex,,8802 40 00
88024000,88061090,880240000080,ex,,8802 40 00
88026011,88026011,880260110080,,,
88026019,88026019,880260190080,,,
88026090,88026090,880260900080,,,
88031000,88071000,880310000080,-,8803 10 00,
88032000,88072000,880320000080,-,8803 20 00,
88033000,88073000,880330000080,-,8803 30 00,
88039010,88079010,880390100080,-,8803 90 10,
88039021,88079021,880390210080,-,8803 90 21,
88039029,88079029,880390290080,-,8803 90 29,
88039030,88079030,880390300080,-,8803 90 30,
88039090,88079090,880390900080,-,8803 90 90,
88040000,88040000,880400000080,,,
88051010,88051010,880510100080,,,
88051090,88051090,880510900080,,,
88052100,88052100,880521000080,,,
88052900,88052900,880529000080,,,
89011010,89011010,890110100080,,,
89011090,89011090,890110900080,,,
89012010,89012010,890120100080,,,
89012090,89012090,890120900080,,,
89013010,89013010,890130100080,,,
89013090,89013090,890130900080,,,
89019010,89019010,890190100080,,,
89019090,89019090,890190900080,,,
89020010,89020010,890200100080,,,
89020090,89020090,890200900080,,,
89031010,89031100,890310100080,-,8903 10 10,
89031010,89031200,890310100080,-,8903 10 10,
89031090,89031900,890310900080,-,8903 10 90,
89039110,89032210,890391100080,-,8903 91 10,
89039110,89032310,890391100080,-,8903 91 10,
89039190,89032390,890391900080,-,8903 91 90,
89039190,89032290,890391900080,-,8903 91 90,
89039190,89032100,890391900080,-,8903 91 90,
89039210,89033310,890392100080,-,8903 92 10,
89039210,89033210,890392100080,-,8903 92 10,
89039291,89033100,890392910080,-,8903 92 91,
89039299,89033290,890392990080,-,8903 92 99,
89039299,89033390,890392990080,-,8903 92 99,
89039910,89039910,890399100080,-,,8903 99 10
89039910,89039310,890399100080,-,,8903 99 10
89039991,89039390,890399910080,-,8903 99 91,
89039999,89039999,890399990080,,,
89040010,89040010,890400100080,,,
89040091,89040091,890400910080,,,
89040099,89040099,890400990080,,,
89051010,89051010,890510100080,,,
89051090,89051090,890510900080,,,
89052000,89052000,890520000080,,,
89059010,89059010,890590100080,,,
89059090,89059090,890590900080,,,
89061000,89061000,890610000080,,,
89069010,89069010,890690100080,,,
89069091,89069091,890690910080,,,
89069099,89069099,890690990080,,,
89071000,89071000,890710000080,,,
89079000,89079000,890790000080,,,
89080000,89080000,890800000080,,,
90011010,90011010,900110100080,,,
90011090,90011090,900110900080,,,
90012000,90012000,900120000080,,,
90013000,90013000,900130000080,,,
90014020,90014020,900140200080,,,
90014041,90014041,900140410080,,,
90014049,90014049,900140490080,,,
90014080,90014080,900140800080,,,
90015020,90015020,900150200080,,,
90015041,90015041,900150410080,,,
90015049,90015049,900150490080,,,
90015080,90015080,900150800080,,,
90019000,90019000,900190000080,,,
90021100,90021100,900211000080,,,
90021900,90021900,900219000080,,,
90022000,90022000,900220000080,,,
90029000,90029000,900290000080,,,
90031100,90031100,900311000080,,,
90031900,90031900,900319000080,,,
90039000,90039000,900390000080,,,
90041010,90041010,900410100080,,,
90041091,90041091,900410910080,,,
90041099,90041099,900410990080,,,
90049010,90049010,900490100080,,,
90049090,90049090,900490900080,,,
90051000,90051000,900510000080,,,
90058000,90058000,900580000080,,,
90059000,90059000,900590000080,,,
90063000,90063000,900630000080,,,
90064000,90064000,900640000080,,,
90065100,90065900,900651000080,ex,9006 51 00,
90065100,90065380,900651000080,ex,9006 51 00,
90065200,90065900,900652000080,ex,9006 52 00,
90065310,90065310,900653100080,,,
90065380,90065380,900653800080,ex,,9006 53 80
90065900,90065900,900659000080,ex,,9006 59 00
90066100,90066100,900661000080,,,
90066900,90066900,900669000080,,,
90069100,90069100,900691000080,,,
90069900,90069900,900699000080,,,
90071000,90071000,900710000080,,,
90072000,90072000,900720000080,,,
90079100,90079100,900791000080,,,
90079200,90079200,900792000080,,,
90085000,90085000,900850000080,,,
90089000,90089000,900890000080,,,
90101000,90101000,901010000080,,,
90105000,90105000,901050000080,,,
90106000,90106000,901060000080,,,
90109020,90109020,901090200080,,,
90109080,90109080,901090800080,,,
90111000,90111000,901110000080,,,
90112010,90112010,901120100080,,,
90112090,90112090,901120900080,,,
90118000,90118000,901180000080,,,
90119000,90119000,901190000080,,,
90121000,90121000,901210000080,,,
90129000,90129000,901290000080,,,
90131010,90131010,901310100080,,,
90131090,90131090,901310900080,,,
90132000,90132000,901320000080,,,
90138020,85241100,901380200080,ex,9013 80 20,
90138020,85249100,901380200080,ex,9013 80 20,
90138030,85241100,901380300080,ex,9013 80 30,
90138030,85249100,901380300080,ex,9013 80 30,
90138090,90138000,901380900080,-,9013 80 90,
90139005,90139005,901390050080,,,
90139010,85299018,901390100080,-,9013 90 10,
90139080,90139080,901390800080,,,
90141000,90141000,901410000080,,,
90142020,90142020,901420200080,,,
90142080,90142080,901420800080,,,
90148000,90148000,901480000080,,,
90149000,90149000,901490000080,,,
90151000,90151000,901510000080,,,
90152000,90152000,901520000080,,,
90153010,90153010,901530100080,,,
90153090,90153090,901530900080,,,
90154000,90154000,901540000080,,,
90158020,90158020,901580200080,,,
90158040,90158040,901580400080,,,
90158080,90158080,901580800080,,,
90159000,90159000,901590000080,,,
90160010,90160010,901600100080,,,
90160090,90160090,901600900080,,,
90171010,90171010,901710100080,,,
90171090,90171090,901710900080,,,
90172005,90172005,901720050080,,,
90172010,90172010,901720100080,,,
90172039,90172039,901720390080,,,
90172090,90172090,901720900080,,,
90173000,90173000,901730000080,,,
90178010,90178010,901780100080,,,
90178090,90178090,901780900080,,,
90179000,90179000,901790000080,,,
90181100,90181100,901811000080,,,
90181200,90181200,901812000080,,,
90181300,90181300,901813000080,,,
90181400,90181400,901814000080,,,
90181910,90181910,901819100080,,,
90181990,90181990,901819900080,,,
90182000,90182000,901820000080,,,
90183110,90183110,901831100080,,,
90183190,90183190,901831900080,,,
90183210,90183210,901832100080,,,
90183290,90183290,901832900080,,,
90183900,90183900,901839000080,,,
90184100,90184100,901841000080,,,
90184910,90184910,901849100080,,,
90184990,90184990,901849900080,,,
90185010,90185010,901850100080,,,
90185090,90185090,901850900080,,,
90189010,90189010,901890100080,,,
90189020,90189020,901890200080,,,
90189030,90189030,901890300080,,,
90189040,90189040,901890400080,,,
90189050,90189050,901890500080,,,
90189060,90189060,901890600080,,,
90189075,90189075,901890750080,,,
90189084,90189084,901890840080,-,,9018 90 84
90189084,90222100,901890840080,ex,,9018 90 84
90189084,90222900,901890840080,ex,,9018 90 84
90191010,90191010,901910100080,,,
90191090,90191090,901910900080,,,
90192010,90192010,901920100080,,,
90192020,90192020,901920200080,,,
90192090,90192090,901920900080,,,
90200010,90200010,902000100080,,,
90200090,90200090,902000900080,,,
90211010,90211010,902110100080,,,
90211090,90211090,902110900080,,,
90212110,90212110,902121100080,,,
90212190,90212190,902121900080,,,
90212900,90212900,902129000080,,,
90213100,90213100,902131000080,,,
90213910,90213910,902139100080,,,
90213990,90213990,902139900080,,,
90214000,90214000,902140000080,,,
90215000,90215000,902150000080,,,
90219010,90219010,902190100080,,,
90219090,90219090,902190900080,,,
90221200,90221200,902212000080,,,
90221300,90221300,902213000080,,,
90221400,90221400,902214000080,,,
90221900,90221900,902219000080,,,
90222100,90222100,902221000080,ex,,9022 21 00
90222900,90222900,902229000080,ex,,9022 29 00
90223000,90223000,902230000080,,,
90229020,90229020,902290200080,,,
90229080,90229080,902290800080,,,
90230010,90230010,902300100080,,,
90230080,90230080,902300800080,,,
90241020,90241020,902410200080,,,
90241040,90241040,902410400080,,,
90241080,90241080,902410800080,,,
90248000,90248000,902480000080,,,
90249000,90249000,902490000080,,,
90251120,90251120,902511200080,,,
90251180,90251180,902511800080,,,
90251900,90251900,902519000080,,,
90258020,90258020,902580200080,,,
90258040,90258040,902580400080,,,
90258080,90258080,902580800080,,,
90259000,90259000,902590000080,,,
90261021,90261021,902610210080,,,
90261029,90261029,902610290080,,,
90261081,90261081,902610810080,,,
90261089,90261089,902610890080,,,
90262020,90262020,902620200080,,,
90262040,90262040,902620400080,,,
90262080,90262080,902620800080,,,
90268020,90268020,902680200080,,,
90268080,90268080,902680800080,,,
90269000,90269000,902690000080,,,
90271010,90271010,902710100080,,,
90271090,90271090,902710900080,,,
90272000,90272000,902720000080,,,
90273000,90273000,902730000080,,,
90275000,90275000,902750000080,,,
